id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,married,car_possession,offspring,offspring_identified
2906,36.0,Company Invited,1,18.0,salaried,MALE,2.0,3.0,deluxe,4.0,3.0,0,1,manager,330000.0,0.0,離婚済み,車なし,1,0
2907,37.0,Self Enquiry,1,8.0,salaried,MALE,3.0,3.0,standard,5.0,1.0,0,2,seniormanager,400000.0,0.0,結婚済み,車あり,2,0
2908,29.0,Company Invited,1,16.0,salaried,MALE,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,465585.0,0.0,離婚済み,車なし,1,0
2909,47.0,Self Enquiry,1,23.0,salaried,MALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,409185.0,0.0,結婚済み,車なし,1,0
2910,39.0,Self Enquiry,1,13.0,largebusiness,MALE,3.0,4.0,standard,4.0,3.0,0,1,seniormanager,376800.0,0.0,結婚済み,車なし,2,0
2911,48.0,Company Invited,1,8.0,salaried,MALE,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,368025.0,0.0,未婚,車あり,1,0
2912,35.0,Self Enquiry,1,23.0,smallbusiness,FEMALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,364545.0,0.0,離婚済み,車なし,1,0
2913,53.0,Self Enquiry,2,7.0,smallbusiness,MALE,3.0,4.0,king,5.0,7.0,0,4,vp,500000.0,0.0,結婚済み,車なし,2,0
2914,42.0,Self Enquiry,3,14.0,smallbusiness,FEMALE,3.0,3.0,standard,4.0,5.0,0,4,seniormanager,404610.0,0.0,結婚済み,車なし,2,0
2915,,Self Enquiry,3,10.0,smallbusiness,MALE,2.0,3.0,basic,5.0,1.0,0,4,executive,287250.0,1.0,結婚済み,車なし,1,0
2916,35.0,Company Invited,3,22.0,smallbusiness,FEMALE,1.0,3.0,basic,4.0,2.0,0,3,executive,257370.0,0.0,離婚済み,車なし,0,0
2917,35.0,Self Enquiry,2,23.0,smallbusiness,FEMALE,1.0,4.0,deluxe,4.0,2.0,0,3,manager,337725.0,0.0,離婚済み,車なし,0,0
2918,56.0,Self Enquiry,2,23.0,smallbusiness,FEMALE,1.0,3.0,deluxe,4.0,4.0,0,3,manager,318630.0,0.0,離婚済み,車あり,0,0
2919,36.0,Self Enquiry,3,12.0,smallbusiness,FEMALE,1.0,3.0,deluxe,4.0,4.0,0,3,manager,300000.0,0.0,離婚済み,車あり,0,0
2920,37.0,Company Invited,2,18.0,smallbusiness,FEMALE,2.0,3.0,basic,4.0,5.0,0,3,executive,269010.0,1.0,離婚済み,車あり,1,0
2921,34.0,Company Invited,2,11.0,smallbusiness,FEMALE,3.0,3.0,basic,3.0,5.0,1,4,executive,260010.0,1.0,離婚済み,車なし,0,0
2922,35.0,Company Invited,2,6.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,3,seniormanager,368655.0,0.0,未婚,車なし,0,0
2923,37.0,Company Invited,2,15.0,salaried,MALE,1.0,3.0,deluxe,4.0,1.0,0,4,manager,276225.0,0.0,独身,車なし,0,0
2924,57.0,Self Enquiry,2,12.0,salaried,MALE,1.0,3.0,standard,4.0,5.0,0,4,seniormanager,400000.0,0.0,未婚,車なし,0,0
2925,35.0,Self Enquiry,2,15.0,salaried,FEMALE,1.0,3.0,basic,4.0,5.0,0,3,executive,256230.0,0.0,独身,車あり,0,0
2926,35.0,Company Invited,2,,smallbusiness,MALE,2.0,3.0,deluxe,4.0,2.0,1,4,manager,300000.0,0.0,独身,車あり,1,0
2927,56.0,Company Invited,3,9.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,1,3,seniormanager,345330.0,0.0,未婚,車なし,0,0
2928,39.0,Self Enquiry,1,13.0,smallbusiness,MALE,1.0,3.0,basic,4.0,3.0,0,3,executive,259020.0,0.0,独身,車あり,0,0
2929,26.0,Self Enquiry,1,,smallbusiness,FEMALE,2.0,3.0,basic,4.0,1.0,0,4,executive,244485.0,0.0,独身,車あり,1,0
2930,20.0,Self Enquiry,1,21.0,smallbusiness,FEMALE,1.0,3.0,standard,4.0,3.0,0,3,seniormanager,262905.0,0.0,離婚済み,車あり,0,0
2931,53.0,Company Invited,1,16.0,smallbusiness,FEMALE,1.0,3.0,standard,4.0,1.0,0,4,seniormanager,400000.0,0.0,結婚済み,車なし,0,0
2932,41.0,Self Enquiry,1,10.0,smallbusiness,FEMALE,2.0,3.0,king,5.0,3.0,0,4,vp,470000.0,0.0,独身,車あり,1,0
2933,43.0,Company Invited,1,26.0,largebusiness,MALE,1.0,3.0,deluxe,4.0,5.0,0,4,manager,330000.0,0.0,未婚,車なし,0,0
2934,30.0,Self Enquiry,1,12.0,smallbusiness,MALE,1.0,3.0,deluxe,4.0,2.0,0,4,manager,249120.0,0.0,結婚済み,車なし,0,0
2935,33.0,Self Enquiry,1,6.0,largebusiness,MALE,1.0,3.0,standard,4.0,2.0,0,3,seniormanager,300000.0,0.0,結婚済み,車あり,0,0
2936,32.0,Company Invited,2,20.0,smallbusiness,MALE,1.0,3.0,basic,4.0,2.0,0,2,executive,253410.0,0.0,結婚済み,車あり,0,0
2937,36.0,Self Enquiry,2,5.0,smallbusiness,MALE,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,359415.0,0.0,結婚済み,車あり,0,0
2938,37.0,Self Enquiry,3,15.0,largebusiness,MALE,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,400000.0,0.0,結婚済み,車あり,0,0
2939,34.0,Company Invited,2,17.0,smallbusiness,FEMALE,1.0,4.0,basic,4.0,2.0,0,2,executive,268125.0,0.0,独身,車あり,0,0
2940,28.0,Company Invited,2,17.0,smallbusiness,MALE,1.0,3.0,basic,4.0,2.0,0,1,executive,301995.0,0.0,離婚済み,車なし,0,0
2941,42.0,Self Enquiry,2,26.0,salaried,MALE,2.0,3.0,deluxe,4.0,5.0,0,2,manager,300000.0,1.0,結婚済み,車なし,1,0
2942,,Self Enquiry,3,,smallbusiness,MALE,1.0,3.0,deluxe,4.0,1.0,0,1,manager,,1.0,独身,車なし,0,0
2943,29.0,Company Invited,3,20.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,389730.0,0.0,未婚,車なし,0,0
2944,39.0,Company Invited,3,23.0,smallbusiness,FEMALE,2.0,3.0,deluxe,4.0,2.0,0,1,manager,305970.0,0.0,離婚済み,車あり,1,0
2945,33.0,Company Invited,2,,smallbusiness,MALE,1.0,3.0,deluxe,4.0,1.0,0,2,manager,292350.0,0.0,結婚済み,車あり,0,0
2946,59.0,Company Invited,2,16.0,salaried,MALE,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,411000.0,0.0,離婚済み,車なし,0,0
2947,35.0,Self Enquiry,2,8.0,smallbusiness,MALE,2.0,3.0,deluxe,4.0,2.0,0,2,manager,376470.0,0.0,結婚済み,車なし,1,0
2948,27.0,Self Enquiry,2,16.0,smallbusiness,FEMALE,1.0,3.0,basic,4.0,2.0,0,2,executive,269730.0,1.0,結婚済み,車あり,0,0
2949,28.0,Company Invited,2,11.0,smallbusiness,MALE,1.0,3.0,deluxe,4.0,1.0,0,1,manager,253410.0,0.0,結婚済み,車なし,0,0
2950,47.0,Company Invited,3,12.0,salaried,FEMALE,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,369315.0,0.0,未婚,車あり,1,0
2951,54.0,Company Invited,2,7.0,smallbusiness,FEMALE,1.0,3.0,superdeluxe,4.0,1.0,0,2,avp,471165.0,1.0,独身,車なし,0,0
2952,37.0,Company Invited,2,,smallbusiness,FEMALE,1.0,3.0,deluxe,4.0,2.0,0,2,manager,294630.0,0.0,結婚済み,車なし,0,0
2953,35.0,Self Enquiry,2,11.0,smallbusiness,MALE,1.0,3.0,basic,4.0,1.0,0,1,executive,259770.0,0.0,独身,車なし,0,0
2954,58.0,Company Invited,1,8.0,smallbusiness,MALE,3.0,3.0,basic,4.0,6.0,1,1,executive,386205.0,0.0,離婚済み,車あり,2,0
2955,42.0,Company Invited,1,10.0,smallbusiness,MALE,2.0,4.0,basic,5.0,5.0,1,2,executive,343125.0,1.0,結婚済み,車あり,1,0
2956,32.0,Company Invited,1,14.0,largebusiness,FEMALE,3.0,3.0,standard,4.0,2.0,0,4,seniormanager,356310.0,0.0,結婚済み,車あり,2,0
2957,46.0,Company Invited,1,16.0,salaried,MALE,1.0,3.0,basic,4.0,6.0,0,4,executive,272895.0,0.0,結婚済み,車あり,0,0
2958,36.0,Company Invited,1,16.0,salaried,FEMALE,1.0,3.0,standard,4.0,5.0,0,3,seniormanager,365820.0,0.0,結婚済み,車なし,0,0
2959,33.0,Company Invited,1,12.0,salaried,FEMALE,1.0,3.0,standard,4.0,1.0,0,3,seniormanager,347100.0,0.0,結婚済み,車なし,0,0
2960,41.0,Company Invited,1,21.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,4,seniormanager,387195.0,0.0,結婚済み,車なし,0,0
2961,50.0,Self Enquiry,1,22.0,salaried,FEMALE,2.0,3.0,superdeluxe,4.0,6.0,0,4,avp,446355.0,0.0,離婚済み,車なし,1,0
2962,56.0,Self Enquiry,1,19.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,4,seniormanager,360000.0,0.0,未婚,車なし,0,0
2963,46.0,Company Invited,1,7.0,salaried,MALE,2.0,3.0,standard,4.0,4.0,1,3,seniormanager,335160.0,1.0,結婚済み,車あり,1,0
2964,51.0,Self Enquiry,2,10.0,smallbusiness,FEMALE,2.0,3.0,standard,4.0,6.0,1,1,seniormanager,300000.0,0.0,未婚,車なし,1,0
2965,37.0,Self Enquiry,2,6.0,smallbusiness,FEMALE,2.0,3.0,standard,4.0,1.0,1,1,seniormanager,400000.0,1.0,離婚済み,車なし,1,0
2966,49.0,Self Enquiry,2,8.0,salaried,FEMALE,2.0,3.0,standard,4.0,1.0,1,1,seniormanager,374640.0,0.0,結婚済み,車なし,1,0
2967,42.0,Company Invited,2,14.0,smallbusiness,FEMALE,2.0,3.0,deluxe,4.0,2.0,1,2,manager,264585.0,1.0,結婚済み,車あり,1,0
2968,39.0,Company Invited,1,18.0,smallbusiness,FEMALE,2.0,3.0,deluxe,4.0,2.0,0,1,manager,328170.0,0.0,離婚済み,車あり,1,0
2969,35.0,Self Enquiry,1,11.0,smallbusiness,FEMALE,2.0,3.0,standard,4.0,1.0,0,1,executive,257265.0,0.0,結婚済み,車なし,1,0
2970,36.0,Company Invited,1,15.0,salaried,FEMALE,2.0,3.0,standard,4.0,2.0,0,2,seniormanager,381735.0,0.0,未婚,車あり,1,0
2971,32.0,Company Invited,1,9.0,smallbusiness,MALE,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,413040.0,0.0,結婚済み,車なし,1,0
2972,54.0,Self Enquiry,1,7.0,salaried,FEMALE,2.0,3.0,deluxe,4.0,2.0,0,2,manager,381450.0,0.0,未婚,車なし,1,0
2973,31.0,Company Invited,1,21.0,smallbusiness,FEMALE,1.0,3.0,basic,4.0,2.0,0,2,executive,250000.0,0.0,結婚済み,車なし,0,0
2974,41.0,Company Invited,1,26.0,largebusiness,FEMALE,2.0,3.0,deluxe,4.0,3.0,0,2,manager,366570.0,1.0,独身,車なし,1,0
2975,35.0,Self Enquiry,1,8.0,salaried,FEMALE,1.0,3.0,standard,4.0,4.0,0,2,seniormanager,385470.0,0.0,結婚済み,車なし,0,0
2976,25.0,Self Enquiry,1,10.0,largebusiness,FEMALE,1.0,3.0,standard,4.0,1.0,0,1,seniormanager,266565.0,0.0,離婚済み,車あり,0,0
2977,32.0,Company Invited,1,14.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,360000.0,0.0,未婚,車なし,0,0
2978,29.0,Self Enquiry,1,10.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,358095.0,0.0,未婚,車あり,0,0
2979,50.0,Self Enquiry,1,7.0,salaried,MALE,1.0,3.0,standard,4.0,2.0,0,1,seniormanager,442110.0,0.0,結婚済み,車あり,0,0
2980,56.0,Self Enquiry,1,28.0,salaried,MALE,2.0,3.0,superdeluxe,5.0,6.0,0,1,avp,533670.0,0.0,独身,車なし,1,0
2981,51.0,Self Enquiry,1,8.0,salaried,FEMALE,3.0,4.0,superdeluxe,5.0,4.0,0,4,avp,469830.0,0.0,独身,車なし,0,1
2982,48.0,Company Invited,1,8.0,salaried,FEMALE,3.0,3.0,king,4.0,4.0,0,1,vp,568275.0,0.0,結婚済み,車あり,0,1
2983,28.0,Company Invited,1,18.0,smallbusiness,FEMALE,1.0,3.0,basic,3.0,3.0,0,4,executive,259245.0,1.0,結婚済み,車あり,0,0
2984,35.0,Company Invited,2,15.0,salaried,MALE,2.0,4.0,superdeluxe,4.0,2.0,0,1,avp,448140.0,0.0,離婚済み,車なし,0,0
2985,54.0,Company Invited,3,13.0,smallbusiness,FEMALE,2.0,4.0,standard,4.0,1.0,0,2,seniormanager,469290.0,0.0,離婚済み,車なし,0,0
2986,32.0,Self Enquiry,2,17.0,smallbusiness,MALE,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,353805.0,0.0,離婚済み,車なし,1,0
2987,39.0,Self Enquiry,2,12.0,largebusiness,FEMALE,2.0,4.0,basic,4.0,2.0,0,2,executive,326235.0,0.0,未婚,車なし,1,0
2988,41.0,Company Invited,3,10.0,smallbusiness,MALE,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,394965.0,0.0,離婚済み,車なし,0,0
2989,25.0,Self Enquiry,3,20.0,salaried,MALE,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,400000.0,0.0,結婚済み,車あり,0,0
2990,55.0,Self Enquiry,2,14.0,smallbusiness,FEMALE,2.0,4.0,superdeluxe,5.0,3.0,0,2,avp,474960.0,0.0,独身,車あり,0,0
2991,55.0,Company Invited,3,16.0,smallbusiness,FEMALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,399465.0,0.0,結婚済み,車なし,0,0
2992,31.0,Self Enquiry,2,9.0,smallbusiness,MALE,2.0,4.0,deluxe,4.0,2.0,0,2,manager,339210.0,0.0,結婚済み,車なし,0,0
2993,44.0,Self Enquiry,2,10.0,salaried,MALE,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,410000.0,0.0,離婚済み,車あり,1,0
2994,45.0,Company Invited,2,12.0,smallbusiness,MALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,465660.0,0.0,結婚済み,車あり,1,0
2995,50.0,Self Enquiry,3,8.0,smallbusiness,FEMALE,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,382980.0,0.0,未婚,車なし,0,0
2996,45.0,Self Enquiry,2,14.0,salaried,MALE,2.0,4.0,standard,5.0,2.0,0,1,seniormanager,522615.0,0.0,離婚済み,車あり,1,0
2997,49.0,Company Invited,2,17.0,smallbusiness,FEMALE,2.0,4.0,superdeluxe,5.0,5.0,0,1,avp,360000.0,0.0,結婚済み,車なし,0,0
2998,45.0,Self Enquiry,2,11.0,smallbusiness,MALE,2.0,4.0,standard,4.0,5.0,0,2,seniormanager,406095.0,0.0,離婚済み,車なし,0,0
2999,49.0,Company Invited,2,13.0,salaried,FEMALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,363660.0,0.0,結婚済み,車あり,1,0
3000,55.0,Company Invited,2,16.0,smallbusiness,FEMALE,2.0,4.0,superdeluxe,5.0,2.0,0,2,avp,480000.0,0.0,独身,車あり,0,0
3001,49.0,Self Enquiry,2,10.0,salaried,MALE,2.0,4.0,superdeluxe,4.0,7.0,0,2,avp,474390.0,0.0,結婚済み,車あり,1,0
3002,44.0,Self Enquiry,2,9.0,largebusiness,FEMALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,424005.0,0.0,未婚,車なし,1,0
3003,44.0,Company Invited,3,20.0,salaried,FEMALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,381015.0,0.0,未婚,車あり,1,0
3004,26.0,Self Enquiry,2,11.0,salaried,FEMALE,2.0,4.0,basic,4.0,2.0,0,2,executive,304320.0,1.0,独身,車なし,0,0
3005,23.0,Company Invited,2,7.0,salaried,MALE,2.0,4.0,basic,5.0,3.0,1,2,executive,351945.0,0.0,独身,車あり,0,0
3006,53.0,Self Enquiry,2,7.0,salaried,MALE,2.0,4.0,standard,4.0,5.0,1,2,seniormanager,381840.0,0.0,独身,車あり,1,0
3007,55.0,Self Enquiry,2,9.0,salaried,FEMALE,2.0,4.0,deluxe,4.0,1.0,1,2,manager,274425.0,1.0,独身,車あり,1,0
3008,37.0,Company Invited,1,14.0,salaried,MALE,2.0,3.0,basic,4.0,1.0,0,2,executive,300000.0,0.0,結婚済み,車あり,1,0
3009,49.0,Company Invited,1,10.0,salaried,FEMALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,372240.0,0.0,結婚済み,車なし,1,0
3010,45.0,Self Enquiry,1,10.0,salaried,FEMALE,2.0,5.0,deluxe,5.0,3.0,0,1,manager,354690.0,0.0,離婚済み,車あり,1,0
3011,31.0,Self Enquiry,1,5.0,smallbusiness,MALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,400000.0,0.0,未婚,車なし,1,0
3012,34.0,Company Invited,1,11.0,smallbusiness,MALE,2.0,4.0,basic,4.0,5.0,0,1,executive,284115.0,0.0,離婚済み,車あり,1,0
3013,53.0,Self Enquiry,1,11.0,salaried,FEMALE,2.0,5.0,standard,4.0,2.0,0,1,seniormanager,364335.0,0.0,結婚済み,車なし,0,0
3014,42.0,Self Enquiry,1,11.0,salaried,MALE,2.0,4.0,standard,4.0,5.0,0,2,seniormanager,460000.0,0.0,離婚済み,車なし,1,0
3015,46.0,Self Enquiry,1,6.0,smallbusiness,MALE,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,390255.0,0.0,未婚,車あり,1,0
3016,29.0,Company Invited,1,15.0,smallbusiness,MALE,2.0,4.0,deluxe,5.0,3.0,0,2,manager,351060.0,0.0,未婚,車あり,1,0
3017,43.0,Self Enquiry,1,25.0,largebusiness,FEMALE,2.0,4.0,standard,4.0,5.0,0,2,seniormanager,431925.0,1.0,未婚,車あり,0,0
3018,36.0,Self Enquiry,1,9.0,largebusiness,FEMALE,2.0,4.0,basic,5.0,7.0,0,1,executive,315735.0,1.0,未婚,車あり,1,0
3019,46.0,Self Enquiry,1,6.0,largebusiness,FEMALE,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,349005.0,0.0,未婚,車なし,0,0
3020,26.0,Self Enquiry,1,23.0,smallbusiness,MALE,2.0,4.0,deluxe,4.0,3.0,0,2,manager,351840.0,0.0,離婚済み,車なし,1,0
3021,55.0,Self Enquiry,1,8.0,largebusiness,MALE,2.0,4.0,standard,4.0,2.0,1,1,seniormanager,370000.0,0.0,未婚,車あり,0,0
3022,39.0,Self Enquiry,3,29.0,smallbusiness,FEMALE,3.0,1.0,basic,5.0,2.0,0,2,executive,314085.0,0.0,結婚済み,車あり,2,0
3023,44.0,Company Invited,1,35.0,salaried,FEMALE,3.0,2.0,deluxe,4.0,2.0,0,2,manager,350000.0,0.0,未婚,車あり,2,0
3024,45.0,Self Enquiry,1,9.0,salaried,FEMALE,3.0,2.0,deluxe,4.0,5.0,0,1,manager,318300.0,0.0,離婚済み,車なし,2,0
3025,35.0,Company Invited,3,26.0,salaried,MALE,3.0,3.0,deluxe,3.0,5.0,0,4,manager,340000.0,0.0,離婚済み,車あり,1,0
3026,39.0,Self Enquiry,2,14.0,smallbusiness,MALE,2.0,5.0,deluxe,5.0,3.0,0,2,manager,411645.0,0.0,独身,車あり,0,0
3027,31.0,Self Enquiry,2,23.0,salaried,MALE,2.0,5.0,superdeluxe,4.0,3.0,0,1,avp,539310.0,0.0,独身,車なし,1,0
3028,28.0,Self Enquiry,2,15.0,largebusiness,MALE,2.0,5.0,basic,5.0,7.0,0,2,executive,259410.0,1.0,独身,車あり,1,0
3029,28.0,Company Invited,3,14.0,smallbusiness,FEMALE,2.0,5.0,standard,5.0,3.0,0,2,seniormanager,393150.0,0.0,独身,車あり,1,0
3030,26.0,Company Invited,2,15.0,largebusiness,MALE,2.0,5.0,basic,5.0,7.0,1,2,executive,268050.0,0.0,独身,車あり,1,0
3031,48.0,Company Invited,1,9.0,largebusiness,FEMALE,2.0,5.0,standard,5.0,2.0,0,1,seniormanager,357495.0,0.0,独身,車あり,1,0
3032,41.0,Self Enquiry,2,13.0,salaried,MALE,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,400000.0,0.0,離婚済み,車なし,2,0
3033,35.0,Self Enquiry,2,10.0,smallbusiness,MALE,4.0,5.0,standard,4.0,2.0,0,1,seniormanager,457770.0,0.0,未婚,車なし,3,0
3034,32.0,Self Enquiry,2,8.0,smallbusiness,MALE,3.0,4.0,superdeluxe,5.0,5.0,0,2,avp,435990.0,0.0,離婚済み,車なし,2,0
3035,48.0,Self Enquiry,2,13.0,salaried,FEMALE,3.0,4.0,standard,5.0,2.0,0,1,seniormanager,440505.0,0.0,離婚済み,車なし,2,0
3036,38.0,Self Enquiry,3,31.0,smallbusiness,FEMALE,4.0,4.0,standard,4.0,2.0,0,1,seniormanager,407130.0,0.0,離婚済み,車なし,3,0
3037,41.0,Company Invited,2,9.0,smallbusiness,FEMALE,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,420600.0,0.0,独身,車なし,2,0
3038,38.0,Company Invited,2,14.0,smallbusiness,MALE,3.0,4.0,deluxe,4.0,8.0,0,2,manager,328140.0,0.0,結婚済み,車あり,2,0
3039,51.0,Company Invited,2,10.0,smallbusiness,MALE,3.0,4.0,basic,4.0,6.0,0,1,executive,326970.0,0.0,独身,車あり,2,0
3040,32.0,Self Enquiry,2,27.0,salaried,FEMALE,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,371565.0,0.0,結婚済み,車あり,2,0
3041,42.0,Self Enquiry,2,7.0,smallbusiness,MALE,3.0,4.0,king,5.0,,0,2,seniormanager,456135.0,0.0,結婚済み,車あり,2,0
3042,47.0,Self Enquiry,2,13.0,salaried,MALE,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,500000.0,0.0,結婚済み,車なし,2,0
3043,45.0,Self Enquiry,2,16.0,smallbusiness,MALE,4.0,4.0,standard,4.0,7.0,0,2,seniormanager,397710.0,0.0,結婚済み,車なし,3,0
3044,29.0,Self Enquiry,2,8.0,smallbusiness,MALE,3.0,4.0,standard,4.0,2.0,0,2,vp,382950.0,0.0,結婚済み,車あり,2,0
3045,47.0,Self Enquiry,2,16.0,salaried,MALE,3.0,4.0,deluxe,4.0,7.0,0,1,manager,322050.0,0.0,結婚済み,車なし,2,0
3046,39.0,Company Invited,3,11.0,largebusiness,MALE,4.0,4.0,basic,4.0,2.0,0,1,executive,314265.0,0.0,独身,車あり,3,0
3047,33.0,Self Enquiry,2,16.0,largebusiness,MALE,4.0,4.0,basic,4.0,2.0,0,2,executive,316950.0,1.0,独身,車あり,3,0
3048,31.0,Self Enquiry,2,6.0,smallbusiness,MALE,4.0,4.0,standard,4.0,2.0,0,2,seniormanager,468645.0,0.0,結婚済み,車あり,3,0
3049,49.0,Self Enquiry,1,9.0,smallbusiness,MALE,2.0,5.0,standard,4.0,2.0,1,2,seniormanager,350700.0,0.0,未婚,車なし,1,0
3050,55.0,Self Enquiry,3,27.0,smallbusiness,MALE,3.0,4.0,deluxe,4.0,2.0,1,2,manager,400000.0,1.0,未婚,車あり,2,0
3051,34.0,Self Enquiry,1,8.0,smallbusiness,FEMALE,4.0,4.0,deluxe,5.0,3.0,0,2,manager,393690.0,0.0,結婚済み,車なし,3,0
3052,55.0,Self Enquiry,1,8.0,salaried,FEMALE,3.0,4.0,deluxe,5.0,7.0,0,2,manager,353940.0,0.0,離婚済み,車あり,2,0
3053,32.0,Self Enquiry,1,9.0,largebusiness,MALE,3.0,5.0,basic,4.0,3.0,0,2,executive,254490.0,0.0,独身,車あり,2,0
3054,46.0,Self Enquiry,1,8.0,smallbusiness,MALE,4.0,4.0,basic,5.0,3.0,0,2,executive,310000.0,1.0,独身,車あり,0,0
3055,41.0,Self Enquiry,1,30.0,salaried,FEMALE,3.0,3.0,deluxe,3.0,5.0,0,4,manager,,0.0,結婚済み,車なし,1,0
3056,37.0,Company Invited,2,9.0,smallbusiness,MALE,2.0,3.0,deluxe,5.0,3.0,0,3,manager,340245.0,0.0,未婚,車あり,1,0
3057,36.0,Self Enquiry,2,22.0,smallbusiness,MALE,2.0,3.0,deluxe,4.0,6.0,0,3,manager,343920.0,1.0,結婚済み,車なし,1,0
3058,45.0,Company Invited,2,9.0,smallbusiness,MALE,3.0,3.0,deluxe,4.0,2.0,0,3,manager,312465.0,0.0,離婚済み,車なし,2,0
3059,43.0,Self Enquiry,3,14.0,smallbusiness,MALE,3.0,3.0,superdeluxe,5.0,5.0,0,3,avp,512595.0,0.0,離婚済み,車なし,2,0
3060,43.0,Self Enquiry,2,9.0,smallbusiness,MALE,3.0,3.0,superdeluxe,4.0,2.0,0,3,avp,550620.0,0.0,離婚済み,車なし,2,0
3061,31.0,Self Enquiry,3,17.0,smallbusiness,FEMALE,3.0,3.0,basic,4.0,1.0,0,3,executive,262890.0,1.0,結婚済み,車なし,2,0
3062,34.0,Self Enquiry,2,13.0,smallbusiness,MALE,2.0,3.0,standard,4.0,2.0,0,3,seniormanager,426510.0,0.0,結婚済み,車なし,1,0
3063,28.0,Self Enquiry,3,,smallbusiness,MALE,3.0,3.0,deluxe,5.0,3.0,0,4,manager,290000.0,0.0,未婚,車あり,2,0
3064,31.0,Self Enquiry,2,23.0,salaried,MALE,2.0,3.0,deluxe,4.0,1.0,0,3,manager,319050.0,0.0,結婚済み,車あり,1,0
3065,50.0,Self Enquiry,2,10.0,salaried,MALE,3.0,3.0,standard,4.0,5.0,0,3,seniormanager,357600.0,0.0,結婚済み,車あり,2,0
3066,46.0,Company Invited,2,8.0,salaried,MALE,2.0,3.0,deluxe,5.0,3.0,0,3,manager,342330.0,0.0,結婚済み,車あり,1,0
3067,49.0,Self Enquiry,2,14.0,salaried,MALE,3.0,3.0,standard,4.0,3.0,0,3,seniormanager,366270.0,0.0,結婚済み,車あり,2,0
3068,49.0,Company Invited,3,16.0,salaried,MALE,3.0,3.0,superdeluxe,4.0,1.0,0,4,avp,459630.0,1.0,独身,車なし,2,0
3069,36.0,Company Invited,3,11.0,salaried,MALE,3.0,3.0,standard,4.0,2.0,0,3,seniormanager,340000.0,0.0,離婚済み,車なし,2,0
3070,29.0,Self Enquiry,2,7.0,salaried,MALE,3.0,3.0,standard,4.0,1.0,0,3,seniormanager,440460.0,0.0,結婚済み,車なし,2,0
3071,45.0,Self Enquiry,1,,smallbusiness,MALE,2.0,3.0,deluxe,4.0,1.0,0,5,avp,,0.0,結婚済み,車あり,1,0
3072,42.0,Self Enquiry,1,9.0,largebusiness,MALE,2.0,3.0,basic,4.0,1.0,0,4,executive,266205.0,0.0,結婚済み,車あり,1,0
3073,35.0,Self Enquiry,1,14.0,smallbusiness,FEMALE,2.0,3.0,deluxe,4.0,2.0,0,3,manager,422040.0,0.0,結婚済み,車あり,1,0
3074,57.0,Company Invited,1,10.0,smallbusiness,MALE,2.0,3.0,standard,4.0,1.0,0,5,seniormanager,410685.0,0.0,未婚,車あり,1,0
3075,45.0,Company Invited,1,,smallbusiness,FEMALE,2.0,3.0,deluxe,4.0,5.0,0,4,manager,309645.0,0.0,離婚済み,車なし,1,0
3076,49.0,Company Invited,1,13.0,salaried,FEMALE,3.0,3.0,standard,4.0,4.0,0,4,seniormanager,400000.0,0.0,未婚,車なし,2,0
