Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,married,car_possession,offspring,offspring_identified,ProdTaken
50.0,Company Invited,3,13.0,largebusiness,FEMALE,1.0,4.0,standard,4.0,1.0,0,1,seniormanager,386160.0,未婚,車なし,0,0,0
37.0,Company Invited,2,20.0,salaried,MALE,2.0,4.0,deluxe,4.0,1.0,0,2,manager,342390.0,離婚済み,車なし,1,0,0
54.0,Company Invited,2,8.0,salaried,FEMALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,356580.0,未婚,車なし,1,0,0
51.0,Company Invited,3,13.0,smallbusiness,FEMALE,1.0,4.0,deluxe,4.0,7.0,0,1,manager,364875.0,未婚,車なし,0,0,0
32.0,Company Invited,1,12.0,salaried,FEMALE,2.0,4.0,standard,4.0,1.0,0,3,seniormanager,365580.0,未婚,車なし,1,0,0
45.0,Self Enquiry,1,7.0,salaried,MALE,3.0,4.0,king,5.0,3.0,0,5,vp,500325.0,離婚済み,車なし,2,0,0
48.0,Company Invited,1,9.0,salaried,MALE,2.0,4.0,superdeluxe,4.0,7.0,0,3,executive,479115.0,離婚済み,車あり,1,0,0
57.0,Self Enquiry,1,9.0,salaried,FEMALE,3.0,4.0,standard,4.0,6.0,0,3,seniormanager,358605.0,未婚,車なし,2,0,0
48.0,Company Invited,1,13.0,salaried,FEMALE,3.0,4.0,standard,4.0,2.0,0,3,seniormanager,400000.0,独身,車なし,2,0,0
60.0,Company Invited,1,33.0,largebusiness,MALE,3.0,4.0,superdeluxe,5.0,5.0,1,3,avp,562860.0,結婚済み,車なし,2,0,0
35.0,Company Invited,2,27.0,salaried,MALE,2.0,4.0,deluxe,4.0,1.0,0,4,executive,296100.0,独身,車あり,1,0,0
44.0,Self Enquiry,1,11.0,salaried,MALE,3.0,5.0,king,5.0,3.0,0,4,vp,567525.0,結婚済み,車あり,0,1,0
50.0,Self Enquiry,1,16.0,smallbusiness,FEMALE,2.0,4.0,standard,5.0,5.0,0,4,seniormanager,317595.0,未婚,車あり,1,0,0
45.0,Self Enquiry,1,13.0,largebusiness,MALE,1.0,4.0,standard,4.0,1.0,0,5,seniormanager,345330.0,未婚,車なし,0,0,0
31.0,Self Enquiry,1,15.0,largebusiness,FEMALE,1.0,4.0,basic,4.0,2.0,0,3,executive,345060.0,離婚済み,車あり,0,0,1
35.0,Self Enquiry,2,18.0,smallbusiness,MALE,2.0,4.0,standard,4.0,4.0,1,2,seniormanager,394860.0,独身,車あり,1,0,0
45.0,Company Invited,3,16.0,smallbusiness,MALE,2.0,4.0,standard,4.0,2.0,1,1,seniormanager,468840.0,離婚済み,車あり,1,0,0
34.0,Company Invited,1,,smallbusiness,FEMALE,2.0,4.0,deluxe,4.0,1.0,0,2,manager,301335.0,独身,車なし,1,0,0
36.0,Self Enquiry,1,8.0,smallbusiness,FEMALE,2.0,4.0,standard,5.0,7.0,0,2,seniormanager,464130.0,独身,車あり,1,0,0
60.0,Self Enquiry,1,11.0,smallbusiness,MALE,2.0,4.0,superdeluxe,4.0,5.0,0,2,avp,572265.0,離婚済み,車なし,1,0,0
56.0,Self Enquiry,1,7.0,salaried,FEMALE,2.0,4.0,standard,4.0,5.0,0,1,seniormanager,400000.0,離婚済み,車あり,1,0,0
36.0,Company Invited,1,8.0,smallbusiness,FEMALE,2.0,4.0,superdeluxe,5.0,2.0,0,1,manager,450000.0,結婚済み,車あり,1,0,0
48.0,Self Enquiry,1,6.0,salaried,FEMALE,2.0,4.0,standard,4.0,2.0,0,5,seniormanager,330105.0,未婚,車あり,1,0,0
36.0,Company Invited,1,7.0,salaried,FEMALE,2.0,4.0,standard,4.0,2.0,0,4,seniormanager,365355.0,未婚,車なし,1,0,0
39.0,Self Enquiry,3,11.0,salaried,MALE,2.0,4.0,standard,3.0,2.0,0,1,seniormanager,394005.0,離婚済み,車あり,0,0,0
33.0,Self Enquiry,1,9.0,largebusiness,FEMALE,1.0,4.0,standard,4.0,1.0,1,2,seniormanager,390000.0,結婚済み,車なし,0,0,0
45.0,Self Enquiry,1,15.0,salaried,MALE,3.0,3.0,deluxe,3.0,5.0,0,4,manager,315495.0,結婚済み,車あり,1,0,0
56.0,Company Invited,1,9.0,salaried,MALE,3.0,3.0,deluxe,3.0,3.0,0,1,manager,335205.0,独身,車なし,2,0,0
50.0,Company Invited,3,7.0,salaried,MALE,3.0,4.0,superdeluxe,4.0,5.0,0,1,avp,432105.0,離婚済み,車なし,1,0,0
52.0,Self Enquiry,1,17.0,smallbusiness,MALE,4.0,4.0,deluxe,3.0,7.0,0,3,manager,355125.0,結婚済み,車あり,0,0,0
40.0,Self Enquiry,2,34.0,smallbusiness,FEMALE,3.0,4.0,deluxe,3.0,3.0,0,3,manager,355290.0,未婚,車なし,1,0,0
34.0,Self Enquiry,2,6.0,smallbusiness,MALE,3.0,3.0,standard,3.0,2.0,0,5,seniormanager,375150.0,結婚済み,車なし,1,0,0
35.0,Self Enquiry,2,12.0,smallbusiness,FEMALE,3.0,3.0,deluxe,3.0,2.0,0,4,manager,332010.0,未婚,車あり,1,0,0
31.0,Self Enquiry,2,33.0,smallbusiness,FEMALE,3.0,3.0,deluxe,3.0,3.0,0,4,manager,367485.0,結婚済み,車あり,1,0,0
52.0,Self Enquiry,2,8.0,smallbusiness,MALE,3.0,3.0,deluxe,3.0,5.0,0,3,manager,300000.0,離婚済み,車あり,1,0,0
30.0,Self Enquiry,2,30.0,smallbusiness,MALE,3.0,3.0,deluxe,4.0,3.0,0,3,manager,314730.0,結婚済み,車なし,1,0,0
27.0,Self Enquiry,2,9.0,smallbusiness,FEMALE,3.0,3.0,basic,4.0,2.0,0,3,executive,269070.0,離婚済み,車なし,1,0,0
36.0,Self Enquiry,2,25.0,smallbusiness,MALE,3.0,3.0,deluxe,3.0,5.0,0,4,manager,339645.0,結婚済み,車あり,1,0,0
54.0,Self Enquiry,2,10.0,smallbusiness,MALE,3.0,4.0,deluxe,3.0,1.0,0,4,manager,,結婚済み,車なし,1,0,0
27.0,Self Enquiry,2,16.0,smallbusiness,MALE,3.0,4.0,basic,3.0,2.0,0,4,executive,357510.0,結婚済み,車あり,2,0,0
20.0,Self Enquiry,2,15.0,smallbusiness,FEMALE,3.0,4.0,basic,3.0,3.0,0,4,executive,313815.0,離婚済み,車なし,1,0,1
37.0,Self Enquiry,2,7.0,salaried,FEMALE,3.0,3.0,deluxe,3.0,5.0,0,4,manager,337860.0,結婚済み,車あり,1,0,0
42.0,Self Enquiry,2,13.0,salaried,MALE,3.0,3.0,deluxe,3.0,1.0,0,4,manager,330000.0,結婚済み,車なし,1,0,0
30.0,Self Enquiry,2,25.0,salaried,FEMALE,3.0,3.0,deluxe,4.0,3.0,1,4,manager,362850.0,未婚,車あり,1,0,1
37.0,Self Enquiry,1,19.0,smallbusiness,MALE,3.0,4.0,basic,4.0,5.0,0,3,executive,273015.0,結婚済み,車あり,2,0,0
51.0,Self Enquiry,1,31.0,smallbusiness,MALE,3.0,3.0,deluxe,3.0,5.0,0,3,manager,371370.0,結婚済み,車あり,1,0,0
42.0,Self Enquiry,1,14.0,smallbusiness,MALE,3.0,3.0,superdeluxe,4.0,1.0,0,3,avp,504540.0,離婚済み,車なし,2,0,0
31.0,Self Enquiry,1,24.0,smallbusiness,FEMALE,3.0,3.0,deluxe,3.0,2.0,0,3,manager,300225.0,独身,車なし,1,0,0
35.0,Company Invited,2,34.0,smallbusiness,MALE,3.0,3.0,deluxe,3.0,2.0,0,4,manager,341880.0,結婚済み,車あり,1,0,0
21.0,Company Invited,2,,smallbusiness,FEMALE,1.0,5.0,basic,4.0,3.0,0,3,executive,251775.0,独身,車なし,0,0,1
44.0,Self Enquiry,2,11.0,smallbusiness,MALE,2.0,5.0,standard,4.0,2.0,0,4,seniormanager,406980.0,結婚済み,車なし,1,0,0
40.0,Self Enquiry,2,27.0,smallbusiness,FEMALE,2.0,5.0,basic,4.0,2.0,0,3,executive,400000.0,結婚済み,車なし,1,0,0
35.0,Self Enquiry,2,,smallbusiness,FEMALE,3.0,5.0,deluxe,5.0,3.0,0,3,manager,300000.0,結婚済み,車あり,2,0,0
28.0,Self Enquiry,2,11.0,smallbusiness,MALE,2.0,5.0,basic,4.0,3.0,0,4,executive,311565.0,未婚,車あり,1,0,0
35.0,Company Invited,3,8.0,smallbusiness,FEMALE,2.0,5.0,deluxe,5.0,3.0,0,4,manager,369705.0,未婚,車あり,1,0,0
37.0,Self Enquiry,2,36.0,salaried,FEMALE,3.0,2.0,deluxe,3.0,6.0,0,3,manager,345300.0,結婚済み,車あり,1,0,0
56.0,Self Enquiry,2,8.0,salaried,FEMALE,3.0,,deluxe,3.0,1.0,0,3,manager,356835.0,未婚,車なし,1,0,0
34.0,Self Enquiry,3,,smallbusiness,MALE,2.0,5.0,basic,4.0,3.0,0,2,executive,324900.0,独身,車あり,1,0,0
35.0,Company Invited,1,33.0,smallbusiness,MALE,3.0,2.0,deluxe,3.0,3.0,0,3,manager,350000.0,結婚済み,車なし,1,0,0
49.0,Self Enquiry,1,24.0,salaried,FEMALE,3.0,3.0,deluxe,3.0,2.0,0,3,manager,348840.0,結婚済み,車あり,1,0,0
41.0,Company Invited,1,33.0,salaried,FEMALE,3.0,3.0,deluxe,3.0,2.0,0,3,manager,310290.0,結婚済み,車あり,1,0,0
,Company Invited,1,15.0,salaried,FEMALE,3.0,3.0,deluxe,3.0,1.0,0,4,manager,,結婚済み,車なし,1,0,0
38.0,Self Enquiry,1,13.0,salaried,MALE,3.0,4.0,deluxe,3.0,3.0,0,4,manager,300000.0,未婚,車あり,1,0,0
37.0,Self Enquiry,1,14.0,salaried,MALE,3.0,3.0,basic,3.0,5.0,0,3,executive,350000.0,離婚済み,車あり,1,0,0
49.0,Company Invited,3,13.0,salaried,MALE,3.0,5.0,standard,4.0,5.0,0,4,seniormanager,378615.0,未婚,車なし,2,0,0
25.0,Self Enquiry,2,11.0,salaried,MALE,2.0,5.0,standard,4.0,2.0,0,4,seniormanager,400000.0,結婚済み,車なし,1,0,0
25.0,Company Invited,1,17.0,smallbusiness,MALE,3.0,3.0,basic,3.0,2.0,1,4,executive,253125.0,結婚済み,車あり,1,0,0
43.0,Company Invited,1,15.0,smallbusiness,FEMALE,3.0,3.0,superdeluxe,4.0,3.0,0,5,avp,564240.0,離婚済み,車なし,2,0,0
29.0,Self Enquiry,1,15.0,salaried,FEMALE,3.0,3.0,deluxe,3.0,2.0,1,4,manager,350000.0,結婚済み,車なし,1,0,0
53.0,Self Enquiry,1,14.0,salaried,MALE,3.0,3.0,king,4.0,6.0,0,5,vp,575250.0,結婚済み,車なし,2,0,0
59.0,Self Enquiry,1,31.0,smallbusiness,FEMALE,2.0,5.0,superdeluxe,4.0,6.0,0,1,avp,465645.0,未婚,車あり,1,0,0
20.0,Self Enquiry,1,16.0,smallbusiness,FEMALE,2.0,5.0,basic,4.0,3.0,0,3,executive,318060.0,独身,車あり,1,0,0
27.0,Self Enquiry,1,10.0,largebusiness,MALE,3.0,5.0,basic,4.0,2.0,0,4,executive,347280.0,結婚済み,車あり,2,0,0
41.0,Company Invited,1,9.0,smallbusiness,FEMALE,2.0,5.0,standard,4.0,2.0,0,3,seniormanager,455970.0,未婚,車あり,1,0,0
25.0,Self Enquiry,1,8.0,smallbusiness,FEMALE,3.0,5.0,basic,5.0,3.0,0,3,executive,309915.0,離婚済み,車なし,2,0,0
36.0,Company Invited,1,,largebusiness,MALE,3.0,5.0,basic,4.0,3.0,0,4,executive,307020.0,離婚済み,車あり,2,0,0
33.0,Company Invited,2,,smallbusiness,FEMALE,2.0,5.0,deluxe,4.0,5.0,0,4,manager,300000.0,結婚済み,車あり,1,0,0
53.0,Self Enquiry,1,10.0,salaried,MALE,3.0,5.0,standard,4.0,1.0,0,3,seniormanager,340000.0,未婚,車なし,2,0,0
54.0,Company Invited,2,15.0,largebusiness,MALE,2.0,4.0,standard,4.0,2.0,0,3,seniormanager,400000.0,結婚済み,車あり,1,0,0
35.0,Self Enquiry,2,15.0,smallbusiness,MALE,2.0,4.0,basic,4.0,5.0,1,3,executive,261270.0,結婚済み,車あり,1,0,1
32.0,Company Invited,3,12.0,salaried,FEMALE,3.0,6.0,basic,4.0,4.0,1,3,executive,317820.0,独身,車あり,2,0,1
51.0,Self Enquiry,1,14.0,largebusiness,MALE,4.0,4.0,basic,3.0,5.0,0,4,executive,350000.0,離婚済み,車あり,1,0,0
38.0,Self Enquiry,2,22.0,smallbusiness,MALE,2.0,1.0,deluxe,4.0,2.0,0,2,manager,267015.0,結婚済み,車なし,1,0,0
36.0,Self Enquiry,2,9.0,smallbusiness,MALE,4.0,4.0,basic,3.0,5.0,0,3,executive,353745.0,結婚済み,車あり,1,0,0
44.0,Self Enquiry,1,13.0,smallbusiness,MALE,2.0,3.0,basic,4.0,7.0,0,2,executive,261240.0,離婚済み,車なし,1,0,1
57.0,Company Invited,1,10.0,smallbusiness,FEMALE,2.0,3.0,superdeluxe,5.0,4.0,0,2,avp,574155.0,結婚済み,車あり,0,0,0
36.0,Company Invited,1,18.0,smallbusiness,FEMALE,4.0,,deluxe,3.0,3.0,0,4,manager,300000.0,結婚済み,車あり,1,0,0
34.0,Self Enquiry,1,12.0,smallbusiness,FEMALE,4.0,4.0,basic,3.0,5.0,0,4,executive,312855.0,離婚済み,車あり,1,0,0
29.0,Self Enquiry,1,16.0,smallbusiness,MALE,4.0,4.0,basic,3.0,3.0,0,3,executive,311910.0,離婚済み,車なし,1,0,0
30.0,Self Enquiry,2,24.0,salaried,FEMALE,2.0,1.0,basic,4.0,6.0,0,4,executive,251280.0,結婚済み,車なし,1,0,0
23.0,Self Enquiry,2,8.0,smallbusiness,FEMALE,2.0,1.0,deluxe,4.0,1.0,1,4,manager,352215.0,未婚,車あり,1,0,0
32.0,Self Enquiry,1,9.0,smallbusiness,FEMALE,2.0,3.0,basic,4.0,2.0,0,3,executive,271065.0,結婚済み,車なし,1,0,0
25.0,Self Enquiry,1,15.0,largebusiness,MALE,2.0,1.0,basic,4.0,2.0,0,4,executive,260000.0,結婚済み,車なし,1,0,0
41.0,Self Enquiry,1,8.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,3.0,1,3,manager,365835.0,結婚済み,車あり,1,0,0
38.0,Self Enquiry,1,16.0,salaried,FEMALE,4.0,2.0,deluxe,3.0,3.0,0,4,manager,361950.0,結婚済み,車なし,1,0,0
38.0,Company Invited,2,15.0,salaried,FEMALE,2.0,3.0,deluxe,4.0,5.0,0,2,manager,309435.0,結婚済み,車あり,1,0,0
57.0,Company Invited,3,30.0,smallbusiness,FEMALE,2.0,3.0,superdeluxe,4.0,2.0,0,2,avp,399960.0,離婚済み,車あり,1,0,0
33.0,Company Invited,3,,salaried,MALE,2.0,3.0,deluxe,5.0,1.0,0,2,manager,,独身,車なし,1,0,0
33.0,Self Enquiry,2,32.0,salaried,MALE,2.0,3.0,deluxe,4.0,4.0,0,1,manager,333285.0,結婚済み,車あり,1,0,0
50.0,Company Invited,3,13.0,largebusiness,MALE,3.0,3.0,standard,4.0,2.0,0,1,seniormanager,367065.0,結婚済み,車なし,2,0,0
29.0,Self Enquiry,3,13.0,largebusiness,FEMALE,3.0,3.0,standard,4.0,2.0,0,2,seniormanager,400000.0,未婚,車あり,2,0,0
40.0,Company Invited,2,16.0,smallbusiness,FEMALE,3.0,3.0,standard,4.0,2.0,0,2,seniormanager,345810.0,結婚済み,車あり,2,0,1
41.0,Company Invited,2,11.0,smallbusiness,MALE,2.0,3.0,standard,4.0,2.0,0,2,seniormanager,351660.0,離婚済み,車あり,1,0,0
55.0,Self Enquiry,2,13.0,smallbusiness,FEMALE,3.0,3.0,standard,4.0,2.0,0,1,seniormanager,460710.0,離婚済み,車なし,2,0,0
33.0,Company Invited,2,,smallbusiness,MALE,2.0,3.0,deluxe,4.0,2.0,0,2,manager,305385.0,結婚済み,車なし,1,0,0
57.0,Company Invited,2,7.0,salaried,MALE,3.0,4.0,standard,4.0,7.0,0,1,seniormanager,360810.0,離婚済み,車あり,2,0,0
34.0,Self Enquiry,3,21.0,smallbusiness,FEMALE,2.0,3.0,standard,4.0,7.0,0,2,seniormanager,360000.0,離婚済み,車なし,1,0,0
31.0,Company Invited,2,12.0,smallbusiness,FEMALE,2.0,3.0,deluxe,4.0,7.0,0,2,manager,276165.0,離婚済み,車あり,1,0,1
33.0,Self Enquiry,2,14.0,salaried,MALE,3.0,3.0,standard,4.0,5.0,0,2,seniormanager,418470.0,結婚済み,車あり,2,0,0
41.0,Company Invited,3,11.0,salaried,FEMALE,3.0,3.0,standard,4.0,2.0,0,1,seniormanager,340995.0,未婚,車あり,2,0,0
37.0,Company Invited,3,18.0,smallbusiness,MALE,2.0,3.0,standard,4.0,2.0,0,2,seniormanager,412785.0,未婚,車なし,1,0,0
36.0,Self Enquiry,2,30.0,smallbusiness,MALE,2.0,3.0,superdeluxe,4.0,2.0,0,2,avp,400000.0,未婚,車あり,1,0,0
53.0,Company Invited,2,13.0,smallbusiness,FEMALE,3.0,3.0,standard,4.0,2.0,1,1,seniormanager,393075.0,結婚済み,車あり,2,0,0
38.0,Self Enquiry,2,9.0,smallbusiness,FEMALE,3.0,3.0,basic,5.0,5.0,1,2,executive,263940.0,独身,車なし,2,0,0
33.0,Company Invited,2,9.0,salaried,MALE,2.0,3.0,deluxe,4.0,1.0,1,1,manager,263070.0,離婚済み,車なし,1,0,0
55.0,Company Invited,2,13.0,largebusiness,FEMALE,2.0,3.0,standard,4.0,5.0,1,2,seniormanager,395460.0,結婚済み,車あり,1,0,0
34.0,Self Enquiry,1,7.0,salaried,MALE,2.0,3.0,standard,4.0,1.0,0,2,seniormanager,346410.0,結婚済み,車なし,1,0,0
40.0,Self Enquiry,1,12.0,smallbusiness,MALE,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,359430.0,未婚,車なし,1,0,0
35.0,Company Invited,1,8.0,salaried,MALE,3.0,3.0,standard,4.0,2.0,0,2,seniormanager,272220.0,未婚,車なし,2,0,0
35.0,Self Enquiry,1,8.0,smallbusiness,MALE,3.0,4.0,basic,4.0,3.0,0,2,executive,344190.0,離婚済み,車あり,2,0,0
30.0,Company Invited,1,21.0,salaried,MALE,2.0,3.0,basic,4.0,7.0,0,2,seniormanager,352710.0,未婚,車あり,1,0,0
22.0,Self Enquiry,1,27.0,smallbusiness,FEMALE,2.0,3.0,basic,4.0,2.0,0,2,executive,305640.0,独身,車あり,1,0,0
55.0,Self Enquiry,1,15.0,salaried,MALE,3.0,3.0,standard,4.0,2.0,0,2,seniormanager,371505.0,未婚,車なし,2,0,0
32.0,Company Invited,1,7.0,smallbusiness,MALE,3.0,4.0,basic,4.0,2.0,0,2,seniormanager,318510.0,未婚,車あり,2,0,0
36.0,Company Invited,1,18.0,salaried,MALE,2.0,3.0,deluxe,4.0,3.0,0,1,manager,330000.0,離婚済み,車なし,1,0,0
37.0,Self Enquiry,1,8.0,salaried,MALE,3.0,3.0,standard,5.0,1.0,0,2,seniormanager,400000.0,結婚済み,車あり,2,0,0
29.0,Company Invited,1,16.0,salaried,MALE,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,465585.0,離婚済み,車なし,1,0,0
47.0,Self Enquiry,1,23.0,salaried,MALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,409185.0,結婚済み,車なし,1,0,0
39.0,Self Enquiry,1,13.0,largebusiness,MALE,3.0,4.0,standard,4.0,3.0,0,1,seniormanager,376800.0,結婚済み,車なし,2,0,0
48.0,Company Invited,1,8.0,salaried,MALE,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,368025.0,未婚,車あり,1,0,0
35.0,Self Enquiry,1,23.0,smallbusiness,FEMALE,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,364545.0,離婚済み,車なし,1,0,0
53.0,Self Enquiry,2,7.0,smallbusiness,MALE,3.0,4.0,king,5.0,7.0,0,4,vp,500000.0,結婚済み,車なし,2,0,0
42.0,Self Enquiry,3,14.0,smallbusiness,FEMALE,3.0,3.0,standard,4.0,5.0,0,4,seniormanager,404610.0,結婚済み,車なし,2,0,0
,Self Enquiry,3,10.0,smallbusiness,MALE,2.0,3.0,basic,5.0,1.0,0,4,executive,287250.0,結婚済み,車なし,1,0,1
35.0,Company Invited,3,22.0,smallbusiness,FEMALE,1.0,3.0,basic,4.0,2.0,0,3,executive,257370.0,離婚済み,車なし,0,0,0
35.0,Self Enquiry,2,23.0,smallbusiness,FEMALE,1.0,4.0,deluxe,4.0,2.0,0,3,manager,337725.0,離婚済み,車なし,0,0,0
56.0,Self Enquiry,2,23.0,smallbusiness,FEMALE,1.0,3.0,deluxe,4.0,4.0,0,3,manager,318630.0,離婚済み,車あり,0,0,0
36.0,Self Enquiry,3,12.0,smallbusiness,FEMALE,1.0,3.0,deluxe,4.0,4.0,0,3,manager,300000.0,離婚済み,車あり,0,0,0
37.0,Company Invited,2,18.0,smallbusiness,FEMALE,2.0,3.0,basic,4.0,5.0,0,3,executive,269010.0,離婚済み,車あり,1,0,1
34.0,Company Invited,2,11.0,smallbusiness,FEMALE,3.0,3.0,basic,3.0,5.0,1,4,executive,260010.0,離婚済み,車なし,0,0,1
35.0,Company Invited,2,6.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,3,seniormanager,368655.0,未婚,車なし,0,0,0
37.0,Company Invited,2,15.0,salaried,MALE,1.0,3.0,deluxe,4.0,1.0,0,4,manager,276225.0,独身,車なし,0,0,0
57.0,Self Enquiry,2,12.0,salaried,MALE,1.0,3.0,standard,4.0,5.0,0,4,seniormanager,400000.0,未婚,車なし,0,0,0
35.0,Self Enquiry,2,15.0,salaried,FEMALE,1.0,3.0,basic,4.0,5.0,0,3,executive,256230.0,独身,車あり,0,0,0
35.0,Company Invited,2,,smallbusiness,MALE,2.0,3.0,deluxe,4.0,2.0,1,4,manager,300000.0,独身,車あり,1,0,0
56.0,Company Invited,3,9.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,1,3,seniormanager,345330.0,未婚,車なし,0,0,0
39.0,Self Enquiry,1,13.0,smallbusiness,MALE,1.0,3.0,basic,4.0,3.0,0,3,executive,259020.0,独身,車あり,0,0,0
26.0,Self Enquiry,1,,smallbusiness,FEMALE,2.0,3.0,basic,4.0,1.0,0,4,executive,244485.0,独身,車あり,1,0,0
20.0,Self Enquiry,1,21.0,smallbusiness,FEMALE,1.0,3.0,standard,4.0,3.0,0,3,seniormanager,262905.0,離婚済み,車あり,0,0,0
53.0,Company Invited,1,16.0,smallbusiness,FEMALE,1.0,3.0,standard,4.0,1.0,0,4,seniormanager,400000.0,結婚済み,車なし,0,0,0
41.0,Self Enquiry,1,10.0,smallbusiness,FEMALE,2.0,3.0,king,5.0,3.0,0,4,vp,470000.0,独身,車あり,1,0,0
43.0,Company Invited,1,26.0,largebusiness,MALE,1.0,3.0,deluxe,4.0,5.0,0,4,manager,330000.0,未婚,車なし,0,0,0
30.0,Self Enquiry,1,12.0,smallbusiness,MALE,1.0,3.0,deluxe,4.0,2.0,0,4,manager,249120.0,結婚済み,車なし,0,0,0
33.0,Self Enquiry,1,6.0,largebusiness,MALE,1.0,3.0,standard,4.0,2.0,0,3,seniormanager,300000.0,結婚済み,車あり,0,0,0
32.0,Company Invited,2,20.0,smallbusiness,MALE,1.0,3.0,basic,4.0,2.0,0,2,executive,253410.0,結婚済み,車あり,0,0,0
36.0,Self Enquiry,2,5.0,smallbusiness,MALE,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,359415.0,結婚済み,車あり,0,0,0
37.0,Self Enquiry,3,15.0,largebusiness,MALE,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,400000.0,結婚済み,車あり,0,0,0
34.0,Company Invited,2,17.0,smallbusiness,FEMALE,1.0,4.0,basic,4.0,2.0,0,2,executive,268125.0,独身,車あり,0,0,0
28.0,Company Invited,2,17.0,smallbusiness,MALE,1.0,3.0,basic,4.0,2.0,0,1,executive,301995.0,離婚済み,車なし,0,0,0
42.0,Self Enquiry,2,26.0,salaried,MALE,2.0,3.0,deluxe,4.0,5.0,0,2,manager,300000.0,結婚済み,車なし,1,0,1
,Self Enquiry,3,,smallbusiness,MALE,1.0,3.0,deluxe,4.0,1.0,0,1,manager,,独身,車なし,0,0,1
29.0,Company Invited,3,20.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,389730.0,未婚,車なし,0,0,0
39.0,Company Invited,3,23.0,smallbusiness,FEMALE,2.0,3.0,deluxe,4.0,2.0,0,1,manager,305970.0,離婚済み,車あり,1,0,0
33.0,Company Invited,2,,smallbusiness,MALE,1.0,3.0,deluxe,4.0,1.0,0,2,manager,292350.0,結婚済み,車あり,0,0,0
59.0,Company Invited,2,16.0,salaried,MALE,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,411000.0,離婚済み,車なし,0,0,0
35.0,Self Enquiry,2,8.0,smallbusiness,MALE,2.0,3.0,deluxe,4.0,2.0,0,2,manager,376470.0,結婚済み,車なし,1,0,0
27.0,Self Enquiry,2,16.0,smallbusiness,FEMALE,1.0,3.0,basic,4.0,2.0,0,2,executive,269730.0,結婚済み,車あり,0,0,1
28.0,Company Invited,2,11.0,smallbusiness,MALE,1.0,3.0,deluxe,4.0,1.0,0,1,manager,253410.0,結婚済み,車なし,0,0,0
47.0,Company Invited,3,12.0,salaried,FEMALE,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,369315.0,未婚,車あり,1,0,0
54.0,Company Invited,2,7.0,smallbusiness,FEMALE,1.0,3.0,superdeluxe,4.0,1.0,0,2,avp,471165.0,独身,車なし,0,0,1
37.0,Company Invited,2,,smallbusiness,FEMALE,1.0,3.0,deluxe,4.0,2.0,0,2,manager,294630.0,結婚済み,車なし,0,0,0
35.0,Self Enquiry,2,11.0,smallbusiness,MALE,1.0,3.0,basic,4.0,1.0,0,1,executive,259770.0,独身,車なし,0,0,0
58.0,Company Invited,1,8.0,smallbusiness,MALE,3.0,3.0,basic,4.0,6.0,1,1,executive,386205.0,離婚済み,車あり,2,0,0
42.0,Company Invited,1,10.0,smallbusiness,MALE,2.0,4.0,basic,5.0,5.0,1,2,executive,343125.0,結婚済み,車あり,1,0,1
32.0,Company Invited,1,14.0,largebusiness,FEMALE,3.0,3.0,standard,4.0,2.0,0,4,seniormanager,356310.0,結婚済み,車あり,2,0,0
46.0,Company Invited,1,16.0,salaried,MALE,1.0,3.0,basic,4.0,6.0,0,4,executive,272895.0,結婚済み,車あり,0,0,0
36.0,Company Invited,1,16.0,salaried,FEMALE,1.0,3.0,standard,4.0,5.0,0,3,seniormanager,365820.0,結婚済み,車なし,0,0,0
33.0,Company Invited,1,12.0,salaried,FEMALE,1.0,3.0,standard,4.0,1.0,0,3,seniormanager,347100.0,結婚済み,車なし,0,0,0
41.0,Company Invited,1,21.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,4,seniormanager,387195.0,結婚済み,車なし,0,0,0
50.0,Self Enquiry,1,22.0,salaried,FEMALE,2.0,3.0,superdeluxe,4.0,6.0,0,4,avp,446355.0,離婚済み,車なし,1,0,0
56.0,Self Enquiry,1,19.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,4,seniormanager,360000.0,未婚,車なし,0,0,0
46.0,Company Invited,1,7.0,salaried,MALE,2.0,3.0,standard,4.0,4.0,1,3,seniormanager,335160.0,結婚済み,車あり,1,0,1
51.0,Self Enquiry,2,10.0,smallbusiness,FEMALE,2.0,3.0,standard,4.0,6.0,1,1,seniormanager,300000.0,未婚,車なし,1,0,0
